onset	duration	correct	trial_type	response_time
10	4	1.0	1_B13	0.5350715892855078
14	4	1.0	1_B4	0.5520181690808386
18	4	1.0	1_B16	0.6018580750096589
22	4	1.0	1_A9	0.5515986769460142
26	4	1.0	1_A3	0.417816148372367
30	4	1.0	1_A11	0.6017670778091997
34	4	1.0	1_B12	0.7188325957395136
38	4	1.0	1_A4	0.6509507484734058
42	4	1.0	1_B11	0.7353713884949684
46	4	1.0	1_B2	0.735395931173116
50	4	1.0	1_B8	0.7022088472731411
54	4	1.0	foil31	0.7355696184094995
58	4	1.0	1_A7	0.9022077147383244
62	4	1.0	1_B3	0.7854431287851185
66	4	1.0	1_A12	0.5183360769879073
70	4	1.0	1_B14	0.5015465707983822
74	4	1.0	1_B9	0.3847109996713698
78	4	1.0	1_B6	0.4850145746022463
82	4	1.0	1_A13	0.5184100829064846
86	4	1.0	1_A14	0.5851977011188865
90	4	1.0	1_B7	0.6854246272705495
94	4	1.0	1_B1	0.5849768165498972
98	4	1.0	1_A17	0.6184716285206378
102	4	1.0	1_A1	0.5517553729005158
106	4	1.0	1_A15	0.5516938273794949
110	4	1.0	1_A6	0.818325882544741
114	4	1.0	1_A8	0.8856704323552549
118	4	1.0	1_B15	0.5850802736822516
122	4	1.0	1_B0	0.6518210719805211
126	4	1.0	1_A10	0.8021087886299938
130	4	1.0	1_B10	0.7687619880307466
134	4	1.0	1_A16	0.5515892375260592
138	4	1.0	1_A5	0.6518142756540328
142	4	1.0	1_B5	0.635730845388025
146	4	1.0	foil30	0.8021238918881863
150	4	1.0	1_A2	0.7187072390224785
154	4	1.0	1_B17	0.8692936219740659
158	4	1.0	foil32	0.919176949420944
162	4	1.0	1_A0	0.902273413958028
188	4	1.0	2_B12	0.6018161633983254
192	4	1.0	foil34	0.7353642142843455
196	4	1.0	2_A15	0.2679116763174534
200	4	1.0	2_B13	0.5518127651885152
204	4	1.0	2_B0	0.5517602814361453
208	4	1.0	2_B14	0.5181824017781764
212	4	1.0	2_A6	0.5853925331030041
216	4	1.0	2_B7	0.6016760810744017
220	4	1.0	2_A16	0.7514178156852722
224	4	1.0	2_B5	0.5522987116128206
228	4	1.0	2_A14	0.5854087688494474
232	4	1.0	2_B8	0.6351799550466241
236	4	1.0	2_B2	0.6521189832128584
240	4	1.0	2_B1	0.7353340077679604
244	4	1.0	2_A12	0.7353381614666432
248	4	1.0	2_B9	0.6017799158580601
252	4	1.0	2_A0	1.019417846109718
256	4	1.0	2_A5	0.5851550346706063
260	4	1.0	2_A10	0.8690912385936826
264	4	1.0	2_B6	0.785458609694615
268	4	1.0	2_A2	0.7355329932179302
272	4	1.0	2_A11	0.9024025462567806
276	4	1.0	2_B17	0.6851795774418861
280	4	1.0	2_A1	0.8853423148393631
284	4	1.0	2_B15	0.8357444382272661
288	4	1.0	foil33	0.8187548140995204
292	4	1.0	2_B10	0.8195669904816896
296	4	1.0	2_A13	1.1195647248532623
300	4	1.0	foil35	0.7354114120826125
304	4	1.0	2_A8	1.1027299088891596
308	4	1.0	2_A17	0.6352528280112892
312	4	1.0	2_B16	0.6516447416506708
316	4	1.0	2_A9	0.5349915421102196
320	4	1.0	2_A3	1.0528692363295704
324	4	1.0	2_B4	0.5685441242530942
328	4	1.0	2_B11	0.5014525533188134
332	4	1.0	2_A4	0.5517942637670785
336	4	1.0	2_B3	0.6685354397632182
340	4	1.0	2_A7	0.4848178550601006
