onset	duration	correct	trial_type	response_time
10	4	1.0	1_A17	0.6185190051910467
14	4	1.0	1_A16	0.3849256693501957
18	4	1.0	1_B8	0.48477629813714884
22	4	1.0	1_A9	0.4681438403495122
26	4	1.0	1_A6	0.5182152787456289
30	4	1.0	1_A0	0.48484841620665975
34	4	1.0	1_B5	0.4183057472400833
38	4	1.0	1_B15	0.45144039727165364
42	4	1.0	1_A4	0.48503758443985134
46	4	1.0	foil01	0.4684753567853477
50	4	1.0	1_B7	0.5515900705067907
54	4	1.0	1_A12	0.45147211410221644
58	4	1.0	foil02	0.6184291408280842
62	4	1.0	foil00	0.43484871825785376
66	4	0.0	1_B1	1.0524233925389126
70	4	1.0	1_B0	0.568465690681478
74	4	1.0	1_B13	0.46839153370819986
78	4	1.0	1_B9	0.534868125920184
82	4	1.0	1_A3	0.41799877359881066
86	4	1.0	1_A1	0.5182273613463622
90	4	1.0	1_B2	0.4347346886934247
94	4	0.0	1_B16	n/a
98	4	1.0	1_B14	0.4348774144309573
102	4	1.0	1_B11	0.36771777758258395
106	4	1.0	1_A13	0.601889945595758
110	4	1.0	1_A8	0.5349047513154801
114	4	1.0	1_B6	0.3513975795649458
118	4	1.0	1_A15	0.4180863724614028
122	4	1.0	1_B4	0.46807361021637917
126	4	1.0	1_A10	0.4179863134340849
130	4	1.0	1_B12	0.5014623725146521
134	4	1.0	1_B3	0.33478060259949416
138	4	1.0	1_B10	0.3679141198808793
142	4	1.0	1_A7	0.40132515944424085
146	4	1.0	1_B17	0.4180104786355514
150	4	1.0	1_A11	0.4847846049524378
154	4	1.0	1_A5	0.5683161685010418
158	4	1.0	1_A14	0.7685569898749236
162	4	1.0	1_A2	0.43471052349195816
188	4	1.0	foil03	0.6183577779738698
192	4	1.0	2_B5	0.36833021452184767
196	4	1.0	2_A4	0.8021020707965363
200	4	1.0	2_A10	0.5182111253379844
204	4	1.0	2_B4	0.3678891995223239
208	4	1.0	2_B12	0.4013674485613592
212	4	1.0	2_B16	0.3008579403103795
216	4	1.0	2_A16	0.36804514058167115
220	4	1.0	2_B0	0.35119028741610236
224	4	1.0	2_B9	0.30113357468508184
228	4	1.0	2_A9	0.38453827088233083
232	4	1.0	foil05	0.4180021718493663
236	4	1.0	2_B13	0.4180542780668475
240	4	1.0	foil04	0.38439592270879075
244	4	1.0	2_A0	0.48482274066191167
248	4	1.0	2_A12	0.43464935530209914
252	4	1.0	2_A5	0.3679526331543457
256	4	1.0	2_B3	0.4180557883810252
260	4	1.0	2_A1	0.36807459194096737
264	4	1.0	2_B10	0.3518385945353657
268	4	1.0	2_A15	0.3345808620506432
272	4	1.0	2_B2	0.4180127441359218
276	4	1.0	2_B6	0.4015301861218177
280	4	1.0	2_B8	0.5516214097442571
284	4	1.0	2_B7	0.3178136077185627
288	4	1.0	2_B15	0.31778679945273325
292	4	1.0	2_A14	0.45137847392470576
296	4	1.0	2_B11	0.3846330438100267
300	4	1.0	2_A6	0.3849298227287363
304	4	1.0	2_A11	0.3680036066507455
308	4	1.0	2_A3	0.41797838421189226
312	4	1.0	2_A13	0.40149356072652154
316	4	1.0	2_B1	0.3178238024120219
320	4	1.0	2_A17	0.4016404398716986
324	4	1.0	2_A7	0.3680723264697008
328	4	1.0	2_A2	0.3010240761213936
332	4	1.0	2_A8	0.3513141340808943
336	4	1.0	2_B14	0.35119255288736895
340	4	1.0	2_B17	0.33456122782081366
