onset	duration	correct	trial_type	response_time
10	4	1.0	1_A9	0.7854453944601119
14	4	1.0	1_B9	0.16742195398546755
18	4	1.0	1_B12	0.21763679757714272
22	4	1.0	1_B10	0.2176024378277361
26	4	1.0	1_B6	0.13413065811619165
30	4	1.0	1_B14	0.2007880110759288
34	4	1.0	1_B15	0.2177787679247558
38	4	1.0	1_B11	0.11761338752694428
42	4	1.0	1_A16	0.3011799401137978
46	4	1.0	1_B5	0.3178622131235897
50	4	1.0	1_A0	0.21756996563635767
54	4	1.0	1_B17	0.16746046720072627
58	4	1.0	1_A12	0.1843658909201622
62	4	1.0	1_A17	0.5185029678978026
66	4	1.0	1_A2	0.3343991180881858
70	4	1.0	1_A1	0.4013464529998601
74	4	1.0	1_A14	0.5683862953446805
78	4	1.0	1_B2	0.3010228662751615
82	4	1.0	1_A10	0.30170817533507943
86	4	1.0	1_B13	0.5015862167347223
90	4	1.0	1_A13	0.26823073206469417
94	4	1.0	1_A3	0.30111952684819704
98	4	1.0	1_A8	0.2843919440638274
102	4	0.0	foil08	0.2675888447556645
106	4	1.0	1_A7	0.2845592121593654
110	4	1.0	1_A6	0.4515775325708091
114	4	1.0	1_A4	0.36790978838689625
118	4	1.0	foil07	0.4515809307340533
122	4	1.0	foil06	0.4346664450131357
126	4	1.0	1_B4	0.4015662050805986
130	4	1.0	1_A11	0.4014959749765694
134	4	1.0	1_B8	0.4013015208765864
138	4	1.0	1_B3	0.3678992162458599
142	4	1.0	1_B16	0.3513645769562572
146	4	1.0	1_B0	0.30071551562286913
150	4	1.0	1_B7	0.23427753685973585
154	4	1.0	1_B1	0.43485863390378654
158	4	1.0	1_A5	0.2509582999628037
162	4	1.0	1_A15	0.13394149020314214
188	4	1.0	2_B13	0.7186826963443309
192	4	1.0	2_B4	0.2509900168515742
196	4	1.0	2_A16	0.15096320863813162
200	4	1.0	2_A13	0.2847227049060166
204	4	1.0	2_A6	0.4347272356972097
208	4	1.0	2_B11	0.18423713580705225
212	4	1.0	2_A9	0.40060299658216536
216	4	1.0	2_B14	0.5681722068693489
220	4	1.0	2_A5	0.3167630755342543
224	4	1.0	2_B9	0.3348356012720615
228	4	1.0	2_B8	0.4012580991256982
232	4	1.0	2_A1	0.26756581221707165
236	4	1.0	foil11	0.4184618114959449
240	4	1.0	2_A14	0.4514008245896548
244	4	1.0	2_A8	0.3511180167552084
248	4	1.0	2_B3	0.3846385043580085
252	4	1.0	2_A11	0.43458639783784747
256	4	1.0	2_A15	0.3676692694425583
260	4	1.0	2_B0	0.367585824104026
264	4	1.0	2_B10	0.5348242737818509
268	4	1.0	2_B1	0.41790563496761024
272	4	1.0	2_A2	0.33447992033325136
276	4	1.0	2_B2	0.25100134406238794
280	4	1.0	2_A17	0.5018286234699191
284	4	1.0	2_B17	0.3345958376303315
288	4	1.0	2_A12	0.5847593299113214
292	4	1.0	2_A4	0.6008193502202629
296	4	1.0	foil09	0.5183666611555964
300	4	1.0	foil10	0.5179883250966668
304	4	1.0	2_A3	0.43474384932778776
308	4	1.0	2_B6	0.4848620321135968
312	4	1.0	2_B15	0.4681340714450926
316	4	1.0	2_B7	0.4346249112859368
320	4	1.0	2_A0	0.3844889821484685
324	4	1.0	2_A7	0.3679056351538748
328	4	1.0	2_A10	0.5184629440773278
332	4	1.0	2_B16	0.5515065472573042
336	4	1.0	2_B5	0.41851278487592936
340	4	1.0	2_B12	0.4680936702061445
