onset	duration	correct	trial_type	response_time
10	4	1.0	1_B16	1.3530861233593896
14	4	1.0	1_B0	0.5013302190927789
18	4	1.0	1_B15	0.585177063010633
22	4	1.0	1_A14	0.551426577847451
26	4	1.0	foil06	0.7351368883391842
30	4	1.0	1_A13	0.5181873377878219
34	4	1.0	1_B14	0.45140528213232756
38	4	1.0	1_B2	0.3678487982833758
42	4	1.0	1_B7	0.467864052625373
46	4	1.0	1_A2	0.5014978650724515
50	4	1.0	1_A9	0.48493337200488895
54	4	1.0	1_A16	0.7687099103350192
58	4	1.0	1_A8	0.5347182261757553
62	4	1.0	1_A4	0.48478309460915625
66	4	1.0	1_B10	0.8187379267765209
70	4	1.0	1_B13	0.5513242532033473
74	4	1.0	1_B5	0.601528977858834
78	4	1.0	1_A0	0.5683188115945086
82	4	1.0	1_A6	0.5348688811063766
86	4	1.0	foil08	0.518162417341955
90	4	1.0	1_B3	0.518095963052474
94	4	1.0	1_A12	0.45134940021671355
98	4	1.0	1_B9	0.5847590804332867
102	4	1.0	1_B12	0.5515606191474944
106	4	1.0	1_B11	0.7188265074510127
110	4	1.0	1_A1	0.5518592859152704
114	4	1.0	1_A11	0.4681748020229861
118	4	1.0	1_B8	0.5181593967135996
122	4	1.0	1_A7	0.5181933790445328
126	4	1.0	1_A5	0.5681870356202126
130	4	1.0	1_B4	0.8354742195224389
134	4	1.0	1_B1	0.5182560575194657
138	4	1.0	1_B17	0.668442431720905
142	4	1.0	1_B6	0.5682602863525972
146	4	1.0	1_A10	0.46808116184547544
150	4	1.0	foil07	0.6851768364431337
154	4	1.0	1_A17	0.5683188115945086
158	4	1.0	1_A15	0.6685326736187562
162	4	1.0	1_A3	0.4511609870241955
188	4	1.0	2_B17	0.7352429886814207
192	4	1.0	2_B16	0.4680785187520087
196	4	1.0	2_A3	0.5348726569209248
200	4	1.0	2_A13	0.23453426850028336
204	4	1.0	2_A14	0.4680373624432832
208	4	1.0	2_B5	0.5682602864690125
212	4	1.0	2_A11	0.5349194770678878
216	4	1.0	2_B14	0.8020567609928548
220	4	1.0	2_B13	0.702564834500663
224	4	0.0	2_B0	n/a
228	4	1.0	foil10	0.6516102333553135
232	4	1.0	2_B2	0.5348847394343466
236	4	1.0	2_A2	0.7184228729456663
240	4	1.0	2_B3	0.41798367036972195
244	4	1.0	2_A7	0.41848585347179323
248	4	1.0	2_B8	0.4349551962222904
252	4	1.0	2_B11	0.6520954254083335
256	4	1.0	2_B4	0.551594223943539
260	4	1.0	2_A4	0.4686905781272799
264	4	1.0	2_A16	0.6351624127710238
268	4	1.0	2_A6	0.4014255959773436
272	4	1.0	2_A15	0.4514249163912609
276	4	1.0	foil11	0.6518511301837862
280	4	1.0	2_B12	0.5346415771637112
284	4	1.0	2_A17	0.46815101441461593
288	4	1.0	2_B6	0.36792695755138993
292	4	1.0	2_B1	0.5515787430340424
296	4	1.0	2_B7	0.4680996632669121
300	4	1.0	2_A10	0.4680494450731203
304	4	1.0	2_B9	0.45114701648708433
308	4	1.0	2_B15	0.568414717214182
312	4	1.0	2_B10	0.48487673478666693
316	4	1.0	2_A9	0.4179538415046409
320	4	1.0	2_A5	0.4679391912650317
324	4	1.0	2_A1	0.38442197581753135
328	4	1.0	2_A12	0.4345500514609739
332	4	1.0	2_A8	0.5688965109875426
336	4	1.0	2_A0	0.6184215891407803
340	4	1.0	foil09	0.6851696624653414
